nom_dpto;nom_prov;nom_dist;clasificac;est_nombre;est_coduni;layer;X;X_1
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;ALTO YUTUPIS;00005189;Puesto de Salud;9551972.706212;182099.705643
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;AMPAMA;00005192;Puesto de Salud;9639853.293672;180262.516668
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;AYAMBIS;00007728;Puesto de Salud;9597269.878603;192188.212648
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;BELEN;00005184;Puesto de Salud;9530678.938592;197453.643413
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;CATERPIZA;00005188;Puesto de Salud;9567056.755130;198486.424314
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;CHAPIZA;00005177;Puesto de Salud;9587730.198736;199188.177526
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;CHINGANAZA;00005181;Puesto de Salud;9566546.435012;194698.068699
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;CHOSICA;00007270;Puesto de Salud;9569812.380242;198544.224206
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;CUCUAZA;00005185;Puesto de Salud;9630390.474271;180200.882246
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;GUAYABAL;00005176;Puesto de Salud;9539471.136247;199089.620189
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;HUABAL;00005190;Puesto de Salud;9559068.403601;195545.216253
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;KAGKAS;00023146;Puesto de Salud;9526052.560439;182082.750901
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;NAUTA;00007203;Puesto de Salud;9593035.864522;193624.360773
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;PAPAYACU;00005186;Puesto de Salud;9656302.295798;185423.233703
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;PASHKUS;00006663;Puesto de Salud;9603869.842553;155514.465434
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;SAN RAFAEL;00005187;Puesto de Salud;9519137.145445;200616.188960
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;SHEBONAL;00030334;Puesto de Salud;9586202.341150;184929.688827
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;SHIRINGA;00023135;Puesto de Salud;9554772.188699;191536.592415
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;VILLA GONZALO;00005179;Puesto de Salud;9563490.870837;194319.129361
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;PUESTOS DE SALUD O POSTAS DE SALUD;YUJACKIM;00005182;Puesto de Salud;9535323.942676;184237.460561
AMAZONAS;LUYA;CAMPORREDONDO;PUESTOS DE SALUD O POSTAS DE SALUD;EL PALTO;00007181;Puesto de Salud;9312894.638116;134410.282815
AMAZONAS;LUYA;CAMPORREDONDO;PUESTOS DE SALUD O POSTAS DE SALUD;GUADALUPE;00004875;Puesto de Salud;9315060.313621;128379.285052
AMAZONAS;LUYA;CAMPORREDONDO;PUESTOS DE SALUD O POSTAS DE SALUD;LA LIBERTAD;00007333;Puesto de Salud;9315348.157549;131890.507511
AMAZONAS;LUYA;COCABAMBA;PUESTOS DE SALUD O POSTAS DE SALUD;BALERIANA;00007206;Puesto de Salud;9288290.015323;172220.354528
AMAZONAS;LUYA;COCABAMBA;PUESTOS DE SALUD O POSTAS DE SALUD;BUENA VISTA;00007334;Puesto de Salud;9288290.015323;172220.354528
AMAZONAS;LUYA;COCABAMBA;PUESTOS DE SALUD O POSTAS DE SALUD;CHUILON;00007066;Puesto de Salud;9271175.471596;157409.232279
AMAZONAS;LUYA;COCABAMBA;PUESTOS DE SALUD O POSTAS DE SALUD;MENDAN;00004894;Puesto de Salud;9273598.742884;153652.039610
AMAZONAS;LUYA;COCABAMBA;PUESTOS DE SALUD O POSTAS DE SALUD;QUISQUIS;00004893;Puesto de Salud;9276148.031421;159504.261172
AMAZONAS;LUYA;COCABAMBA;PUESTOS DE SALUD O POSTAS DE SALUD;YOMBLON DE COCABAMBA;00004886;Puesto de Salud;9288290.015323;172220.354528
AMAZONAS;LUYA;COLCAMAR;PUESTOS DE SALUD O POSTAS DE SALUD;COCHA;00009670;Puesto de Salud;9300633.165412;172382.003102
AMAZONAS;LUYA;COLCAMAR;PUESTOS DE SALUD O POSTAS DE SALUD;PONAYA;00004896;Puesto de Salud;9302761.468982;174872.973810
AMAZONAS;LUYA;COLCAMAR;PUESTOS DE SALUD O POSTAS DE SALUD;QUILLILLIC;00006987;Puesto de Salud;9297857.156645;172796.525151
AMAZONAS;LUYA;CONILA;PUESTOS DE SALUD O POSTAS DE SALUD;CONILA COHECHAN;00004863;Puesto de Salud;9314976.863557;166130.605212
AMAZONAS;LUYA;CONILA;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVO LUYA;00007274;Puesto de Salud;9310788.141097;167306.553089
AMAZONAS;LUYA;CONILA;PUESTOS DE SALUD O POSTAS DE SALUD;SAN ISIDRO DE QUIUCMAL;00004931;Puesto de Salud;9326108.792557;148038.333415
AMAZONAS;LUYA;INGUILPATA;PUESTOS DE SALUD O POSTAS DE SALUD;INGUILPATA;00004864;Puesto de Salud;9309391.551345;172853.069807
AMAZONAS;LUYA;LAMUD;PUESTOS DE SALUD O POSTAS DE SALUD;CENTRO DE ATENCI?ÙN PRIMARIA I LAMUD;00009071;Puesto de Salud;9320685.187891;173421.699272
AMAZONAS;LUYA;LAMUD;PUESTOS DE SALUD O POSTAS DE SALUD;CUEMAL;00007379;Puesto de Salud;9322791.965935;170075.188792
AMAZONAS;LUYA;LONGUITA;PUESTOS DE SALUD O POSTAS DE SALUD;CHOCTAMAL;00004898;Puesto de Salud;9292592.095816;169637.440859
AMAZONAS;LUYA;LONGUITA;PUESTOS DE SALUD O POSTAS DE SALUD;LONGUITA;00004897;Puesto de Salud;9290157.009725;171578.371008
AMAZONAS;LUYA;LONYA CHICO;PUESTOS DE SALUD O POSTAS DE SALUD;CAMELIN;00013019;Puesto de Salud;9312228.129374;169425.297580
AMAZONAS;LUYA;LONYA CHICO;PUESTOS DE SALUD O POSTAS DE SALUD;LONYA CHICO;00004865;Puesto de Salud;9310388.115067;172913.942727
AMAZONAS;LUYA;LONYA CHICO;PUESTOS DE SALUD O POSTAS DE SALUD;SAN PEDRO Y SAN PABLO;00009674;Puesto de Salud;9309062.053298;150422.288682
AMAZONAS;LUYA;LUYA;PUESTOS DE SALUD O POSTAS DE SALUD;CHOCTA;00004867;Puesto de Salud;9317038.661459;164678.641858
AMAZONAS;LUYA;LUYA;PUESTOS DE SALUD O POSTAS DE SALUD;COLMATA;00007332;Puesto de Salud;9315772.289324;169770.917799
AMAZONAS;LUYA;LUYA;PUESTOS DE SALUD O POSTAS DE SALUD;COROBAMBA;00007380;Puesto de Salud;9318708.184223;170219.787266
AMAZONAS;LUYA;LUYA;PUESTOS DE SALUD O POSTAS DE SALUD;SHIPATA;00007063;Puesto de Salud;9317483.239198;166947.314252
AMAZONAS;LUYA;LUYA VIEJO;PUESTOS DE SALUD O POSTAS DE SALUD;LUYA VIEJO;00004851;Puesto de Salud;9320238.624089;164815.596607
AMAZONAS;LUYA;OCALLI;PUESTOS DE SALUD O POSTAS DE SALUD;CELCHO CUZCO;00007153;Puesto de Salud;9308663.411619;141306.421670
AMAZONAS;LUYA;OCALLI;PUESTOS DE SALUD O POSTAS DE SALUD;POSTA MEDICA OCALLI;00009074;Puesto de Salud;9309586.786337;138431.000120
AMAZONAS;LUYA;OCALLI;PUESTOS DE SALUD O POSTAS DE SALUD;QUISPE;00004877;Puesto de Salud;9312763.452823;136461.108285
AMAZONAS;LUYA;OCALLI;PUESTOS DE SALUD O POSTAS DE SALUD;TACTAMAL;00007059;Puesto de Salud;9307817.713267;144225.527147
AMAZONAS;LUYA;OCUMAL;PUESTOS DE SALUD O POSTAS DE SALUD;CALDERA;00004845;Puesto de Salud;9302921.742930;143867.836929
AMAZONAS;LUYA;OCUMAL;PUESTOS DE SALUD O POSTAS DE SALUD;SAN JUAN DE OCUMAL;00004844;Puesto de Salud;9305389.098610;149037.440468
AMAZONAS;LUYA;OCUMAL;PUESTOS DE SALUD O POSTAS DE SALUD;VISTA HERMOSA DE OCUMAL;00007244;Puesto de Salud;9300085.619483;156325.105378
AMAZONAS;LUYA;OCUMAL;PUESTOS DE SALUD O POSTAS DE SALUD;YAULICACHI;00007060;Puesto de Salud;9302130.460423;153931.317962
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;EL REJO;00007419;Puesto de Salud;9292323.106199;156006.268065
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;HUARANGUILLO;00004848;Puesto de Salud;9297387.744240;137122.558187
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;MEMBRILLO;00009894;Puesto de Salud;9290931.591131;156568.436018
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;PIRCAPAMPA;00004846;Puesto de Salud;9298777.065545;145045.536140
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;PISUQUIA;00004902;Puesto de Salud;9289440.296185;155281.737815
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;PUEBLO NUEVO;00009671;Puesto de Salud;9294150.369373;152451.007730
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;SAN MIGUEL DE PORO PORO;00004847;Puesto de Salud;9296767.079676;145866.607365
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;SAN RAMON;00007065;Puesto de Salud;9283025.050965;154435.077472
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;TRIBULON;00004901;Puesto de Salud;9293325.937583;153419.617870
AMAZONAS;LUYA;PISUQUIA;PUESTOS DE SALUD O POSTAS DE SALUD;YOMBLON DE PISUQUIA;00004900;Puesto de Salud;9286090.257191;157827.023153
AMAZONAS;LUYA;PROVIDENCIA;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVO CHOTA;00007061;Puesto de Salud;9301339.405842;135169.875467
AMAZONAS;LUYA;PROVIDENCIA;PUESTOS DE SALUD O POSTAS DE SALUD;PLAYA JUMETH;00009130;Puesto de Salud;9306103.678097;137411.167437
AMAZONAS;LUYA;PROVIDENCIA;PUESTOS DE SALUD O POSTAS DE SALUD;PROVIDENCIA;00004849;Puesto de Salud;9303049.563047;141263.588029
AMAZONAS;LUYA;SAN CRISTOBAL;PUESTOS DE SALUD O POSTAS DE SALUD;SAN CRISTOBAL DE OLTO;00004852;Puesto de Salud;9324519.153872;172148.626437
AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;PUESTOS DE SALUD O POSTAS DE SALUD;SAN FRANCISCO DEL YESO;00004862;Puesto de Salud;9264334.498357;189028.959265
AMAZONAS;LUYA;SAN JERONIMO;PUESTOS DE SALUD O POSTAS DE SALUD;PACLAS;00004853;Puesto de Salud;9329404.409360;170814.327823
AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;PUESTOS DE SALUD O POSTAS DE SALUD;EL MANGO;00004911;Puesto de Salud;9279512.001257;181781.279051
AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;PUESTOS DE SALUD O POSTAS DE SALUD;SAN JUAN DE LOPECANCHA;00004910;Puesto de Salud;9280926.255641;183289.884374
AMAZONAS;LUYA;SANTA CATALINA;PUESTOS DE SALUD O POSTAS DE SALUD;INGENIO;00004914;Puesto de Salud;9335405.587022;151320.198114
AMAZONAS;LUYA;SANTA CATALINA;PUESTOS DE SALUD O POSTAS DE SALUD;SAN JUAN DE PROVIDENCIA;00009844;Puesto de Salud;9330632.322004;151037.443366
AMAZONAS;LUYA;SANTA CATALINA;PUESTOS DE SALUD O POSTAS DE SALUD;SANTA CATALINA;00004854;Puesto de Salud;9323316.861038;161053.045398
AMAZONAS;LUYA;SANTO TOMAS;PUESTOS DE SALUD O POSTAS DE SALUD;AGUA SANTA;00007172;Puesto de Salud;9279176.421213;177310.749133
AMAZONAS;LUYA;SANTO TOMAS;PUESTOS DE SALUD O POSTAS DE SALUD;EL PUENTE;00025129;Puesto de Salud;9274029.886707;187048.245167
AMAZONAS;LUYA;SANTO TOMAS;PUESTOS DE SALUD O POSTAS DE SALUD;LLACTAPAMPA;00004890;Puesto de Salud;9282804.785981;176924.473786
AMAZONAS;LUYA;SANTO TOMAS;PUESTOS DE SALUD O POSTAS DE SALUD;MARAYPATA;00004889;Puesto de Salud;9279325.867000;180199.286615
AMAZONAS;LUYA;SANTO TOMAS;PUESTOS DE SALUD O POSTAS DE SALUD;SAN SALVADOR;00004888;Puesto de Salud;9274796.219521;181675.404504
AMAZONAS;LUYA;SANTO TOMAS;PUESTOS DE SALUD O POSTAS DE SALUD;TINTIN;00007381;Puesto de Salud;9268805.004548;184974.979677
AMAZONAS;LUYA;TINGO;PUESTOS DE SALUD O POSTAS DE SALUD;KUELAP;00007064;Puesto de Salud;9289467.589569;176808.777924
AMAZONAS;LUYA;TRITA;PUESTOS DE SALUD O POSTAS DE SALUD;CRUZPATA;00007062;Puesto de Salud;9318009.565224;164108.080672
AMAZONAS;LUYA;TRITA;PUESTOS DE SALUD O POSTAS DE SALUD;TRITA;00004855;Puesto de Salud;9319606.921129;166647.279285
AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;PUESTOS DE SALUD O POSTAS DE SALUD;ACHAMAL;00006990;Puesto de Salud;9277402.477763;233202.665424
AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;PUESTOS DE SALUD O POSTAS DE SALUD;CHIRIMOTO;00004953;Puesto de Salud;9278681.313783;229943.138063
AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;PUESTOS DE SALUD O POSTAS DE SALUD;LUZ DEL ORIENTE;00007075;Puesto de Salud;9273734.182156;238907.536523
AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;PUESTOS DE SALUD O POSTAS DE SALUD;SAN ANTONIO;00007077;Puesto de Salud;9265006.790563;241670.328902
AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;PUESTOS DE SALUD O POSTAS DE SALUD;SANTO TORIBIO;00007201;Puesto de Salud;9273546.948208;236750.839046
AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;PUESTOS DE SALUD O POSTAS DE SALUD;COCHAMAL;00004942;Puesto de Salud;9290911.183897;214841.500814
AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;PUESTOS DE SALUD O POSTAS DE SALUD;CHONTAPAMPA;00007445;Puesto de Salud;9289673.112949;217305.125703
AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVO HORIZONTE;00006989;Puesto de Salud;9289767.284617;222927.737431
AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;PUESTOS DE SALUD O POSTAS DE SALUD;MONTEALEGRE;00007074;Puesto de Salud;9280951.717831;223590.876574
AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;PUESTOS DE SALUD O POSTAS DE SALUD;SHUCUSH;00011727;Puesto de Salud;9292631.358357;215840.236311
AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;PUESTOS DE SALUD O POSTAS DE SALUD;MICHINA;00007335;Puesto de Salud;9294372.006573;221001.281902
AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;PUESTOS DE SALUD O POSTAS DE SALUD;CHONTAPAMPA DE MILPUC;00007446;Puesto de Salud;9281486.377660;233448.742824
AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;PUESTOS DE SALUD O POSTAS DE SALUD;MILPUC;00004956;Puesto de Salud;9280907.690330;230441.434985
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;EL DORADO;00007054;Puesto de Salud;9273546.948208;236750.839046
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;EL GUAMBO;00007382;Puesto de Salud;9273546.948208;236750.839046
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;EL LIBANO;00006991;Puesto de Salud;9291363.206895;244713.470038
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;JAVRULOT;00011725;Puesto de Salud;9285631.732891;242149.786334
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;LA PRIMAVERA;00007073;Puesto de Salud;9285631.732891;242149.786334
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;LEGIA CHICO;00004948;Puesto de Salud;9269788.656479;242167.810629
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;MASHUYACU;00011723;Puesto de Salud;9278926.370520;251729.659666
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVO CHACHAPOYAS;00007076;Puesto de Salud;9273546.948208;236750.839046
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVO OMIA;00011169;Puesto de Salud;9297572.796141;242914.664047
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;PAUJIL;00014169;Puesto de Salud;9278926.370520;251729.659666
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;TOCUYA;00004949;Puesto de Salud;9283321.723274;237866.660231
AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PUESTOS DE SALUD O POSTAS DE SALUD;VISTA HERMOZA DE OMIA;00007252;Puesto de Salud;9273546.948208;236750.839046
AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;PUESTOS DE SALUD O POSTAS DE SALUD;SANTA ROSA;00004957;Puesto de Salud;9286164.809831;228446.157909
AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;PUESTOS DE SALUD O POSTAS DE SALUD;SALAS;00007057;Puesto de Salud;9315273.277792;252978.045688
AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;PUESTOS DE SALUD O POSTAS DE SALUD;VISTA ALEGRE;00004940;Puesto de Salud;9355298.128924;171362.388480
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;ALTO PERU;00007198;Puesto de Salud;9345803.693932;118132.059094
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;BUENA VISTA;00005128;Puesto de Salud;9351848.478579;112471.923726
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;CAMPO ALEGRE;00014078;Puesto de Salud;9350897.973264;118144.948827
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;EL BALCON;00007726;Puesto de Salud;9348270.098903;115832.343323
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;EL PINTOR;00007200;Puesto de Salud;9361570.665836;110415.110721
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;EL PORVENIR DE MIRAFLORES;00007272;Puesto de Salud;9351077.808856;124021.340945
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;JAHUANGA;00005131;Puesto de Salud;9360453.170754;105252.816030
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;LA PALMA;00013126;Puesto de Salud;9342718.155195;135181.701115
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;MAVILA MONTENEGRO MORI;00011971;Puesto de Salud;9362467.826179;119516.337761
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;MORROPON;00007225;Puesto de Salud;9363139.547313;108009.345345
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVA INDEPENDENCIA;00007363;Puesto de Salud;9346907.019240;130178.480242
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVO ORIENTE;00006718;Puesto de Salud;9347413.351234;124176.661171
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;PLAYA GRANDE;00009282;Puesto de Salud;9343365.959383;126906.795715
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;PONA ALTA;00005133;Puesto de Salud;9347656.528647;125927.178278
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;PROGRESO SAN ANTONIO;00006717;Puesto de Salud;9340090.018053;132680.786320
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;PUEBLO LIBRE;00005137;Puesto de Salud;9345217.292926;129079.857518
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;Puesto de Salud Establecimiento Penal Bagua Grande;00026956;Puesto de Salud;9362444.767715;117531.027835
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;ROSAPAMPA;00005138;Puesto de Salud;9343500.453379;118168.544972
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;SACHAPOYAS;00007725;Puesto de Salud;9346167.336994;125049.147652
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;SAN LUIS;00007285;Puesto de Salud;9361742.434548;120430.220019
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;SANTA CLARA;00006920;Puesto de Salud;9348070.028870;119293.498279
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;TOMOCHO;00005127;Puesto de Salud;9351987.216519;120600.224399
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PUESTOS DE SALUD O POSTAS DE SALUD;VISTA HERMOSA;00006805;Puesto de Salud;9350964.776506;120007.626369
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;ALTO UTCUBAMBA;00007242;Puesto de Salud;9382541.284170;167440.300661
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;BUENOS AIRES;00005102;Puesto de Salud;9371521.509822;130022.567275
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;CHALACO;00006662;Puesto de Salud;9365237.722507;138698.684845
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;CHUNGUINA;00007207;Puesto de Salud;9363660.295976;122625.970268
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;DIAMANTE ALTO;00005097;Puesto de Salud;9369269.389296;129281.338135
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;DIAMANTE BAJO;00007205;Puesto de Salud;9367929.911551;129344.578569
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;EL TIGRE;00005098;Puesto de Salud;9363291.488366;133353.207874
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;LA UNION;00007259;Puesto de Salud;9367579.025802;135701.944704
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;LOS PATOS;00005109;Puesto de Salud;9351488.582495;148789.683679
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;LUNCHICATE;00005100;Puesto de Salud;9363418.915130;136247.053961
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;MISQUIYACU ALTO;00005094;Puesto de Salud;9364282.322721;130463.860430
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;MISQUIYACU BAJO;00005101;Puesto de Salud;9359225.387572;131047.966791
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVA ESPERANZA DE CAJARURO;00028971;Puesto de Salud;9363026.312025;120311.589675
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;NUEVO PIURA;00007284;Puesto de Salud;9362002.971937;132650.902816
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;SAN JOSE BAJO;00007729;Puesto de Salud;9367359.210782;122670.541231
AMAZONAS;UTCUBAMBA;CAJARURO;PUESTOS DE SALUD O POSTAS DE SALUD;SANTA ISABEL;00007258;Puesto de Salud;9365690.222785;130744.030823
AMAZONAS;UTCUBAMBA;CUMBA;PUESTOS DE SALUD O POSTAS DE SALUD;CHALLUAYACU DE CUMBA;00028665;Puesto de Salud;9342725.694654;94108.609785
AMAZONAS;UTCUBAMBA;CUMBA;PUESTOS DE SALUD O POSTAS DE SALUD;EL REJO;00006806;Puesto de Salud;9350675.549451;98692.846620
AMAZONAS;UTCUBAMBA;CUMBA;PUESTOS DE SALUD O POSTAS DE SALUD;HUALANGO;00005113;Puesto de Salud;9339220.219259;103425.248596
AMAZONAS;UTCUBAMBA;CUMBA;PUESTOS DE SALUD O POSTAS DE SALUD;LA FLOR;00007310;Puesto de Salud;9345155.853382;108443.943380
AMAZONAS;UTCUBAMBA;CUMBA;PUESTOS DE SALUD O POSTAS DE SALUD;MIRAFLORES;00006807;Puesto de Salud;9341723.099332;106813.528971
AMAZONAS;UTCUBAMBA;CUMBA;PUESTOS DE SALUD O POSTAS DE SALUD;OCTUCHO;00007364;Puesto de Salud;9335839.799484;104777.941383
AMAZONAS;UTCUBAMBA;CUMBA;PUESTOS DE SALUD O POSTAS DE SALUD;SAN MART?ÏN DE CUMBA;00028664;Puesto de Salud;9341745.795047;110361.958776
